state	date	diff_xibar	diff_low	diff_high	undecided_xibar	dem_win_prob	dem_win_prob_with_undecided
NV	2016-09-08	0.00912212311315131	-0.0127025967578281	0.0331282946945502	0.0640842606724784	0.78885	0.718598524682715
NV	2016-09-09	0.00895196547678656	-0.0131486128429692	0.0332712001192923	0.0639729672763867	0.7799	0.708437517886686
NV	2016-09-10	0.0087569808492276	-0.0137674220330626	0.0332010786003002	0.0638491969940146	0.77015	0.697237659441842
NV	2016-09-11	0.00860973585010267	-0.0143248700280451	0.0334176187746555	0.0637469806514857	0.76655	0.69250942342328
NV	2016-09-12	0.00848762062554038	-0.014801773457654	0.0337369495960718	0.0636873418395364	0.7593	0.684264433909908
NV	2016-09-13	0.008426486366319	-0.0154209409494321	0.033794162662133	0.0636551059737035	0.75385	0.678308305387955
NV	2016-09-14	0.00843382298540062	-0.0157261171308758	0.0344790085717458	0.0636417445373084	0.75085	0.675389862115347
NV	2016-09-15	0.00842142607684183	-0.0165724843016811	0.0350303317321936	0.063662122757291	0.74785	0.672254581627385
NV	2016-09-16	0.00840213328842951	-0.016691674108842	0.0353306544159194	0.0636437025173941	0.7444	0.668652924426899
NV	2016-09-17	0.00840524815210471	-0.0176065336057318	0.0359688789292738	0.0636561221330039	0.7439	0.668166219175142
NV	2016-09-18	0.00840576309105916	-0.0179040247926802	0.0363975862494304	0.0636660445711793	0.74125	0.665509054316082
NV	2016-09-19	0.0084223990038247	-0.0184973324145348	0.0368720856923247	0.0636563957611217	0.73445	0.658870113874664
NV	2016-09-20	0.00840784764871543	-0.0189039688380908	0.0372563059984243	0.0636618306898433	0.73015	0.654439308725941
NV	2016-09-21	0.00838109932326527	-0.0191808703594842	0.0379022268232547	0.0636511318474388	0.7283	0.652347677630527
NV	2016-09-22	0.00835810030569775	-0.0197421948552963	0.0382406374394814	0.0636495447071018	0.7269	0.65073867932558
NV	2016-09-23	0.00835551770486491	-0.020036780269503	0.0387439414700372	0.0636274002455632	0.7254	0.649215138678889
